PF08118	OG0016111	MDM31_MDM32	"GO:mitochondrion inheritance"	GO:0000001
PF09064	OG0016739	Tme5_EGF_like	"GO:transmembrane signaling receptor activity"	GO:0004888
PF00001	OG0016055	7tm_1	"GO:G protein-coupled receptor activity"	GO:0004930
PF00001	OG0018006	7tm_1	"GO:G protein-coupled receptor activity"	GO:0004930
PF00001	OG0018054	7tm_1	"GO:G protein-coupled receptor activity"	GO:0004930
PF00001	OG0018058	7tm_1	"GO:G protein-coupled receptor activity"	GO:0004930
PF00001	OG0018064	7tm_1	"GO:G protein-coupled receptor activity"	GO:0004930
PF00001	OG0018072	7tm_1	"GO:G protein-coupled receptor activity"	GO:0004930
PF13853	OG0018006	7tm_4	"GO:olfactory receptor activity"	GO:0004984
PF13853	OG0018054	7tm_4	"GO:olfactory receptor activity"	GO:0004984
PF13853	OG0018058	7tm_4	"GO:olfactory receptor activity"	GO:0004984
PF13853	OG0018072	7tm_4	"GO:olfactory receptor activity"	GO:0004984
PF08767	OG0015421	CRM1_C	"GO:nuclear export signal receptor activity"	GO:0005049
PF00996	OG0016996	GDI	"GO:GDP-dissociation inhibitor activity"	GO:0005092
PF00996	OG0018099	GDI	"GO:GDP-dissociation inhibitor activity"	GO:0005092
PF02115	OG0016447	Rho_GDI	"GO:Rho GDP-dissociation inhibitor activity"	GO:0005094
PF08702	OG0014921	Fib_alpha	"GO:signaling receptor binding"	GO:0005102
PF08702	OG0017747	Fib_alpha	"GO:signaling receptor binding"	GO:0005102
PF00103	OG0015689	Hormone_1	"GO:hormone activity"	GO:0005179
PF02049	OG0015539	FliE	"GO:structural molecule activity"	GO:0005198
PF02049	OG0017982	FliE	"GO:structural molecule activity"	GO:0005198
PF04513	OG0014918	Baculo_PEP_C	"GO:structural molecule activity"	GO:0005198
PF04513	OG0014921	Baculo_PEP_C	"GO:structural molecule activity"	GO:0005198
PF04625	OG0016058	DEC-1_N	"GO:structural constituent of egg chorion"	GO:0005213
PF04625	OG0016466	DEC-1_N	"GO:structural constituent of egg chorion"	GO:0005213
PF06459	OG0015089	RR_TM4-6	"GO:ryanodine-sensitive calcium-release channel activity"	GO:0005219
PF01062	OG0015327	Bestrophin	"GO:chloride channel activity"	GO:0005254
PF03825	OG0016818	Nuc_H_symport	"GO:nucleoside transmembrane transporter activity"	GO:0005337
PF01306	OG0016818	LacY_symp	"GO:carbohydrate:proton symporter activity"	GO:0005351
PF06963	OG0018064	FPN1	"GO:iron ion transmembrane transporter activity"	GO:0005381
PF01988	OG0017198	VIT1	"GO:manganese ion transmembrane transporter activity"	GO:0005384
PF00067	OG0015086	p450	"GO:iron ion binding"	GO:0005506
PF00067	OG0015217	p450	"GO:iron ion binding"	GO:0005506
PF00067	OG0016726	p450	"GO:iron ion binding"	GO:0005506
PF00067	OG0016835	p450	"GO:iron ion binding"	GO:0005506
PF00067	OG0016836	p450	"GO:iron ion binding"	GO:0005506
PF00067	OG0016948	p450	"GO:iron ion binding"	GO:0005506
PF00067	OG0016990	p450	"GO:iron ion binding"	GO:0005506
PF00067	OG0018069	p450	"GO:iron ion binding"	GO:0005506
PF02727	OG0015080	Cu_amine_oxidN2	"GO:copper ion binding"	GO:0005507
PF02727	OG0015601	Cu_amine_oxidN2	"GO:copper ion binding"	GO:0005507
PF07731	OG0017707	Cu-oxidase_2	"GO:copper ion binding"	GO:0005507
PF00028	OG0018011	Cadherin	"GO:calcium ion binding"	GO:0005509
PF00036	OG0017706	EF-hand_1	"GO:calcium ion binding"	GO:0005509
PF00036	OG0018021	EF-hand_1	"GO:calcium ion binding"	GO:0005509
PF01532	OG0016484	Glyco_hydro_47	"GO:calcium ion binding"	GO:0005509
PF02412	OG0017247	TSP_3	"GO:calcium ion binding"	GO:0005509
PF09260	OG0017790	DUF1966	"GO:calcium ion binding"	GO:0005509
PF09260	OG0017845	DUF1966	"GO:calcium ion binding"	GO:0005509
PF13405	OG0017706	EF-hand_6	"GO:calcium ion binding"	GO:0005509
PF13405	OG0018021	EF-hand_6	"GO:calcium ion binding"	GO:0005509
PF13405	OG0018059	EF-hand_6	"GO:calcium ion binding"	GO:0005509
PF13499	OG0017706	EF-hand_7	"GO:calcium ion binding"	GO:0005509
PF13499	OG0018021	EF-hand_7	"GO:calcium ion binding"	GO:0005509
PF13499	OG0018059	EF-hand_7	"GO:calcium ion binding"	GO:0005509
PF13833	OG0017706	EF-hand_8	"GO:calcium ion binding"	GO:0005509
PF13833	OG0018021	EF-hand_8	"GO:calcium ion binding"	GO:0005509
PF00018	OG0017231	SH3_1	"GO:protein binding"	GO:0005515
PF00018	OG0017374	SH3_1	"GO:protein binding"	GO:0005515
PF00018	OG0017655	SH3_1	"GO:protein binding"	GO:0005515
PF00023	OG0014916	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0014917	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0014922	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0014924	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0014981	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0014994	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0014995	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015031	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015048	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015128	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015224	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015232	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015233	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015237	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015412	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015449	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015458	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015461	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015471	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015486	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015502	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015524	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015525	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015572	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015573	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015623	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0015947	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016397	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016398	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016400	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016410	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016499	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016594	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016632	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016633	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016713	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016729	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0016757	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017602	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017733	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017736	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017776	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017790	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017837	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017844	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017845	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017849	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017851	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017868	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017883	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017884	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017886	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017901	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017912	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017914	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0017915	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0018003	Ank	"GO:protein binding"	GO:0005515
PF00023	OG0018092	Ank	"GO:protein binding"	GO:0005515
PF00041	OG0017685	fn3	"GO:protein binding"	GO:0005515
PF00397	OG0015677	WW	"GO:protein binding"	GO:0005515
PF00397	OG0017621	WW	"GO:protein binding"	GO:0005515
PF00400	OG0015196	WD40	"GO:protein binding"	GO:0005515
PF00400	OG0015648	WD40	"GO:protein binding"	GO:0005515
PF00400	OG0016116	WD40	"GO:protein binding"	GO:0005515
PF00400	OG0016618	WD40	"GO:protein binding"	GO:0005515
PF00400	OG0016788	WD40	"GO:protein binding"	GO:0005515
PF00400	OG0017009	WD40	"GO:protein binding"	GO:0005515
PF00435	OG0015196	Spectrin	"GO:protein binding"	GO:0005515
PF00435	OG0017361	Spectrin	"GO:protein binding"	GO:0005515
PF00439	OG0017173	Bromodomain	"GO:protein binding"	GO:0005515
PF00439	OG0017229	Bromodomain	"GO:protein binding"	GO:0005515
PF00439	OG0017605	Bromodomain	"GO:protein binding"	GO:0005515
PF00515	OG0014928	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0014984	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0015087	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0015400	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0015755	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0016775	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0016785	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0016999	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0017551	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0017982	TPR_1	"GO:protein binding"	GO:0005515
PF00515	OG0018044	TPR_1	"GO:protein binding"	GO:0005515
PF00646	OG0015096	F-box	"GO:protein binding"	GO:0005515
PF00646	OG0017413	F-box	"GO:protein binding"	GO:0005515
PF00651	OG0016068	BTB	"GO:protein binding"	GO:0005515
PF00651	OG0016721	BTB	"GO:protein binding"	GO:0005515
PF00651	OG0016931	BTB	"GO:protein binding"	GO:0005515
PF00856	OG0017727	SET	"GO:protein binding"	GO:0005515
PF01335	OG0015400	DED	"GO:protein binding"	GO:0005515
PF02985	OG0017421	HEAT	"GO:protein binding"	GO:0005515
PF02985	OG0017804	HEAT	"GO:protein binding"	GO:0005515
PF05773	OG0016847	RWD	"GO:protein binding"	GO:0005515
PF07653	OG0017231	SH3_2	"GO:protein binding"	GO:0005515
PF07653	OG0017374	SH3_2	"GO:protein binding"	GO:0005515
PF07653	OG0017655	SH3_2	"GO:protein binding"	GO:0005515
PF08447	OG0017415	PAS_3	"GO:protein binding"	GO:0005515
PF12763	OG0016881	EF-hand_4	"GO:protein binding"	GO:0005515
PF12763	OG0017194	EF-hand_4	"GO:protein binding"	GO:0005515
PF12763	OG0017706	EF-hand_4	"GO:protein binding"	GO:0005515
PF12796	OG0014916	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0014917	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0014922	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0014924	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0014981	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0014992	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0014994	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0014995	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015031	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015048	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015128	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015224	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015232	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015233	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015237	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015412	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015449	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015458	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015461	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015471	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015486	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015502	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015524	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015525	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015572	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015573	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015623	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015866	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0015947	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016397	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016398	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016400	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016410	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016499	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016594	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016632	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016633	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016713	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016729	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0016757	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017602	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017733	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017736	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017776	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017790	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017837	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017844	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017845	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017849	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017851	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017868	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017883	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017884	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017886	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017901	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017912	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017914	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0017915	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0018003	Ank_2	"GO:protein binding"	GO:0005515
PF12796	OG0018092	Ank_2	"GO:protein binding"	GO:0005515
PF12814	OG0017427	Mcp5_PH	"GO:protein binding"	GO:0005515
PF12937	OG0015096	F-box-like	"GO:protein binding"	GO:0005515
PF12937	OG0015567	F-box-like	"GO:protein binding"	GO:0005515
PF12937	OG0016233	F-box-like	"GO:protein binding"	GO:0005515
PF12937	OG0017413	F-box-like	"GO:protein binding"	GO:0005515
PF13013	OG0016837	F-box-like_2	"GO:protein binding"	GO:0005515
PF13174	OG0014928	TPR_6	"GO:protein binding"	GO:0005515
PF13174	OG0014984	TPR_6	"GO:protein binding"	GO:0005515
PF13174	OG0015087	TPR_6	"GO:protein binding"	GO:0005515
PF13174	OG0016775	TPR_6	"GO:protein binding"	GO:0005515
PF13174	OG0017982	TPR_6	"GO:protein binding"	GO:0005515
PF13176	OG0014928	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0014984	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0015087	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0015400	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0015494	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0016775	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0016785	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0017982	TPR_7	"GO:protein binding"	GO:0005515
PF13176	OG0018044	TPR_7	"GO:protein binding"	GO:0005515
PF13181	OG0014928	TPR_8	"GO:protein binding"	GO:0005515
PF13181	OG0014984	TPR_8	"GO:protein binding"	GO:0005515
PF13181	OG0015087	TPR_8	"GO:protein binding"	GO:0005515
PF13181	OG0015400	TPR_8	"GO:protein binding"	GO:0005515
PF13181	OG0016775	TPR_8	"GO:protein binding"	GO:0005515
PF13181	OG0016785	TPR_8	"GO:protein binding"	GO:0005515
PF13181	OG0017982	TPR_8	"GO:protein binding"	GO:0005515
PF13181	OG0018044	TPR_8	"GO:protein binding"	GO:0005515
PF13606	OG0014916	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0014917	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0014922	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0014924	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0014981	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0014994	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0014995	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015031	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015048	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015128	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015224	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015232	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015233	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015237	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015412	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015449	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015458	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015461	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015471	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015486	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015502	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015524	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015525	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015572	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015573	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015623	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0015866	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016397	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016398	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016400	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016410	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016499	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016594	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016632	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016633	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016713	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016729	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0016757	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017602	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017733	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017736	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017776	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017790	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017837	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017844	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017845	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017849	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017851	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017883	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017884	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017886	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017901	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017912	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017914	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0017915	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0018003	Ank_3	"GO:protein binding"	GO:0005515
PF13606	OG0018092	Ank_3	"GO:protein binding"	GO:0005515
PF13637	OG0014916	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0014917	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0014922	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0014924	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0014981	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0014994	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0014995	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015031	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015048	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015128	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015224	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015232	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015233	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015237	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015412	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015449	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015458	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015461	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015471	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015486	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015502	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015524	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015525	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015572	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015573	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0015623	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016397	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016398	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016400	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016410	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016499	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016594	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016632	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016633	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016713	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016729	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0016757	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017602	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017733	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017736	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017776	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017790	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017837	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017844	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017845	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017849	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017851	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017868	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017883	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017884	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017886	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017901	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017912	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017914	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0017915	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0018003	Ank_4	"GO:protein binding"	GO:0005515
PF13637	OG0018092	Ank_4	"GO:protein binding"	GO:0005515
PF13857	OG0014917	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014922	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014924	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014981	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014992	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014994	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014995	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015031	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015048	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015128	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015224	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015232	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015233	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015412	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015449	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015458	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015461	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015471	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015486	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015502	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015524	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015525	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015572	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015573	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015623	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0015866	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016397	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016398	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016400	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016410	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016499	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016594	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016632	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016633	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016713	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016729	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0016757	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017602	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017733	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017736	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017776	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017790	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0017837	Ank_5	"GO:protein binding"	GO:0005515
