PF08118	OG0002900	MDM31_MDM32	"GO:mitochondrion inheritance"	GO:0000001
PF13637	OG0014750	Ank_4	"GO:protein binding"	GO:0005515
PF13855	OG0000912	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0001508	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0002124	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0002872	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0003220	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0003421	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0003737	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0004961	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0006462	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0006812	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0007329	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0008039	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0008190	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0008992	LRR_8	"GO:protein binding"	GO:0005515
PF13855	OG0009626	LRR_8	"GO:protein binding"	GO:0005515
PF13857	OG0000009	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0000157	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0000288	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0000433	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0000856	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0000897	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0001539	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0001731	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0001867	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0001958	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002112	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002144	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002257	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002309	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002386	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002557	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002689	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0002991	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0003108	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0003454	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0003611	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0003633	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0004086	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0004370	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0004488	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0004684	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0004752	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0005042	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0005364	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0005402	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0005500	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0005610	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0005811	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0006081	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0007096	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0007140	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0007623	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0007785	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0008228	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0008286	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0008347	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0008856	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0008865	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0008922	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0008923	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009172	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009185	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009229	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009233	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009239	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009446	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009468	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009592	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0009744	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0010814	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011016	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011095	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011161	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011357	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011427	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011464	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011499	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0011743	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0012102	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0012103	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0012148	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0012163	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0012171	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0012838	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0012879	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0013013	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0013142	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0013292	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0013367	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0013444	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0013592	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0013675	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014106	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014130	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014134	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014224	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014292	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014384	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014459	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014689	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014713	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014714	Ank_5	"GO:protein binding"	GO:0005515
PF13857	OG0014750	Ank_5	"GO:protein binding"	GO:0005515
PF13867	OG0009131	SAP30_Sin3_bdg	"GO:protein binding"	GO:0005515
PF13949	OG0003056	ALIX_LYPXL_bnd	"GO:protein binding"	GO:0005515
PF13949	OG0005861	ALIX_LYPXL_bnd	"GO:protein binding"	GO:0005515
PF13949	OG0007715	ALIX_LYPXL_bnd	"GO:protein binding"	GO:0005515
PF14560	OG0001780	Ubiquitin_2	"GO:protein binding"	GO:0005515
PF14560	OG0001803	Ubiquitin_2	"GO:protein binding"	GO:0005515
PF14560	OG0003998	Ubiquitin_2	"GO:protein binding"	GO:0005515
PF14560	OG0006041	Ubiquitin_2	"GO:protein binding"	GO:0005515
PF14560	OG0009780	Ubiquitin_2	"GO:protein binding"	GO:0005515
PF14560	OG0010141	Ubiquitin_2	"GO:protein binding"	GO:0005515
PF14604	OG0001059	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0001253	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0001384	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0001511	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0002151	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0002624	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0003072	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0003444	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0003558	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0004303	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0004476	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0004568	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0004914	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0005030	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0005092	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0005598	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0006823	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0007116	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0007404	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0008035	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0009376	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0010752	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0011742	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0014335	SH3_9	"GO:protein binding"	GO:0005515
PF14604	OG0014573	SH3_9	"GO:protein binding"	GO:0005515
PF15966	OG0000550	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0002055	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0002345	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0002805	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0004446	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0006526	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0007332	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0007466	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0008428	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0009650	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0009651	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0011129	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0012962	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0013049	F-box_4	"GO:protein binding"	GO:0005515
PF15966	OG0014485	F-box_4	"GO:protein binding"	GO:0005515
PF00004	OG0000425	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0000554	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0000561	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0000602	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0000665	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0000765	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0000825	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0000925	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001041	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001044	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001232	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001269	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001444	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001581	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001586	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001688	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001725	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001760	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001765	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001795	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0001822	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002196	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002241	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002253	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002298	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002453	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002492	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002535	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002658	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002694	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002847	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0002879	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003082	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003088	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003122	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003130	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003332	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003361	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003365	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003491	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003645	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003646	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003810	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003914	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0003983	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004026	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004028	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004040	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004086	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004130	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004131	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004188	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004488	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004507	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004602	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004695	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004886	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0004916	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005075	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005217	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005246	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005278	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005448	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005468	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005485	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005522	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005639	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005678	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005739	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005819	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005885	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0005887	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0006060	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0006240	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0006299	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0006375	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0006483	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0006540	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0006716	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0007052	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0007207	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0007227	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0007322	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0007465	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0008009	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0008065	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0008541	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0008707	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0008793	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0008814	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0008942	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0009138	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0009274	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0009395	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0009740	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0009906	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0010211	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0010275	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0010344	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0010559	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0010886	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0011377	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0011499	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0011691	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0011928	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0011966	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0012124	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0013030	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0014023	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0014274	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0014448	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0014461	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0014473	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0014485	AAA	"GO:ATP binding"	GO:0005524
PF00004	OG0014758	AAA	"GO:ATP binding"	GO:0005524
PF00005	OG0000124	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0000242	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0000535	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0000546	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0000665	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0000769	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0000925	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001001	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001132	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001260	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001440	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001477	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001491	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001504	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001586	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001688	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001725	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001765	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0001810	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002196	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002522	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002535	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002651	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002654	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002658	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002721	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002851	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0002893	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003034	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003088	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003122	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003198	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003365	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003481	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003491	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003645	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003646	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003810	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003929	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003936	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0003958	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0004103	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0004324	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0004633	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0004695	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0004852	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005160	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005238	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005246	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005376	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005522	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005616	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005639	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005695	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005739	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005808	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005819	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005885	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005887	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0005967	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006046	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006074	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006161	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006240	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006299	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006355	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006363	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006483	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006740	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0006899	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007052	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007173	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007207	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007227	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007240	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007322	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007439	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007511	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0007738	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008004	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008025	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008065	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008335	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008575	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008605	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008814	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0008893	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0009274	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0009465	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0009740	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0009764	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0009889	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010211	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010275	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010344	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010353	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010370	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010444	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010459	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0010659	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0011173	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0011377	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0011678	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0011892	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0012213	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0013609	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0014004	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0014448	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0014461	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0014687	ABC_tran	"GO:ATP binding"	GO:0005524
PF00005	OG0014758	ABC_tran	"GO:ATP binding"	GO:0005524
PF00006	OG0000279	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0001433	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0003491	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0003645	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0004026	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0005639	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0006355	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0006483	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0007951	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0008575	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0010211	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00006	OG0012124	ATP-synt_ab	"GO:ATP binding"	GO:0005524
PF00012	OG0002704	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0002815	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0003576	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0004672	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0004913	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0005185	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0006759	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0006840	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0007291	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0007836	HSP70	"GO:ATP binding"	GO:0005524
PF00012	OG0007887	HSP70	"GO:ATP binding"	GO:0005524
